state,state_code,FIPS,county,pop_2024,terminated_loss,IDC_loss
Alabama,AL,1001,Autauga County,61464,48782.34739,149697.1213
Alabama,AL,1003,Baldwin County,261608,47996.87247,375820.9985
Alabama,AL,1005,Barbour County,24358,11566.24905,38335.79722
Alabama,AL,1007,Bibb County,22258,22886.30746,83349.7629
Alabama,AL,1009,Blount County,60163,365000.9386,1044698.444
Alabama,AL,1011,Bullock County,9901,4041.705152,29022.01244
Alabama,AL,1013,Butler County,18256,12981.9743,33420.07972
Alabama,AL,1015,Calhoun County,116427,103489.7765,313808.1211
Alabama,AL,1017,Chambers County,33813,42838.45358,207822.628
Alabama,AL,1019,Cherokee County,26138,8943.03895,28278.4258
Alabama,AL,1021,Chilton County,47262,88047.38009,262889.0557
Alabama,AL,1023,Choctaw County,12052,973.2115856,4914.177163
Alabama,AL,1025,Clarke County,22142,8168.927912,37641.6869
Alabama,AL,1027,Clay County,14239,11145.99387,33373.62148
Alabama,AL,1029,Cleburne County,15905,8239.657365,25153.27854
Alabama,AL,1031,Coffee County,56358,20195.81469,76554.9105
Alabama,AL,1033,Colbert County,58785,26981.23048,89815.16695
Alabama,AL,1035,Conecuh County,11109,6253.133373,23531.19055
Alabama,AL,1037,Coosa County,10291,12809.8481,41182.42525
Alabama,AL,1039,Covington County,37748,15177.83356,44481.07126
Alabama,AL,1041,Crenshaw County,13114,5597.013462,12442.69603
Alabama,AL,1043,Cullman County,92604,199053.7761,601224.9097
Alabama,AL,1045,Dale County,50067,22157.35772,102729.4846
Alabama,AL,1047,Dallas County,35545,31657.24664,111230.8066
Alabama,AL,1049,DeKalb County,73122,20066.11016,68601.1484
Alabama,AL,1051,Elmore County,91042,76738.74136,267332.2466
Alabama,AL,1053,Escambia County,36630,15085.03054,50316.6274
Alabama,AL,1055,Etowah County,103207,135117.2626,400539.9866
Alabama,AL,1057,Fayette County,15863,24147.08294,83683.19598
Alabama,AL,1059,Franklin County,31874,16095.34538,55112.57189
Alabama,AL,1061,Geneva County,27259,5847.890368,19299.35943
Alabama,AL,1063,Greene County,7127,5984.053359,28442.7863
Alabama,AL,1065,Hale County,15116,15389.47395,68959.26055
Alabama,AL,1067,Henry County,18141,7163.287534,19648.81049
Alabama,AL,1069,Houston County,109366,37611.00169,126446.9866
Alabama,AL,1071,Jackson County,53780,12769.91171,56440.92682
Alabama,AL,1073,Jefferson County,664744,10408786.99,29513954.59
Alabama,AL,1075,Lamar County,13543,5805.81408,25237.30224
Alabama,AL,1077,Lauderdale County,97502,35065.88311,127134.1083
Alabama,AL,1079,Lawrence County,33567,14380.3924,60785.94009
Alabama,AL,1081,Lee County,187847,176456.259,1500021.386
Alabama,AL,1083,Limestone County,118942,40880.54606,247673.5734
Alabama,AL,1085,Lowndes County,9485,1641.271327,12023.68374
Alabama,AL,1087,Macon County,18159,23276.70508,621195.7068
Alabama,AL,1089,Madison County,423355,181225.6021,1237771.42
Alabama,AL,1091,Marengo County,18512,17876.65894,58144.55268
Alabama,AL,1093,Marion County,29323,23194.79474,74795.86144
Alabama,AL,1095,Marshall County,102156,73313.50915,262865.5118
Alabama,AL,1097,Mobile County,412339,88821.39773,1476544.861
Alabama,AL,1099,Monroe County,19057,4673.487652,19546.53132
Alabama,AL,1101,Montgomery County,225894,297300.0856,679338.7676
Alabama,AL,1103,Morgan County,126084,69350.28949,298728.1583
Alabama,AL,1105,Perry County,7719,12410.70982,42312.87686
Alabama,AL,1107,Pickens County,18508,18415.6158,82867.05739
Alabama,AL,1109,Pike County,33124,17975.46078,64446.36705
Alabama,AL,1111,Randolph County,23067,13332.79605,49933.90056
Alabama,AL,1113,Russell County,58837,26559.46605,116599.9025
Alabama,AL,1115,St. Clair County,96927,681253.7577,1945692.094
Alabama,AL,1117,Shelby County,235969,2163138.177,6162071.537
Alabama,AL,1119,Sumter County,11607,8133.973518,28442.29385
Alabama,AL,1121,Talladega County,81375,201809.1858,591430.4729
Alabama,AL,1123,Tallapoosa County,40699,59841.8716,260515.4475
Alabama,AL,1125,Tuscaloosa County,241212,332096.2705,1939432.862
Alabama,AL,1127,Walker County,65260,319380.5916,915529.6365
Alabama,AL,1129,Washington County,15018,9036.742627,30881.30854
Alabama,AL,1131,Wilcox County,9865,3026.620095,9011.419338
Alabama,AL,1133,Winston County,23869,34268.48987,110583.365
Alaska,AK,2013,Aleutians East Borough,3632,0,216.9501347
Alaska,AK,2016,Aleutians West Census Area,5424,1.353625723,131.6979967
Alaska,AK,2020,Anchorage Municipality,289600,26920.04559,286497.6642
Alaska,AK,2050,Bethel Census Area,18237,15.56669581,104.8057407
Alaska,AK,2060,Bristol Bay Borough,884,0.676812861,4.215402093
Alaska,AK,2063,Chugach Census Area,6604,1033.672605,4215.652156
Alaska,AK,2066,Copper River Census Area,2631,8.121754338,50.58482512
Alaska,AK,2068,Denali Borough,1621,497.5471358,1919.093829
Alaska,AK,2070,Dillingham Census Area,4642,9.475380061,91.2873178
Alaska,AK,2090,Fairbanks North Star Borough,94951,243679.1068,941838.5774
Alaska,AK,2100,Haines Borough,2104,0,109.0058693
Alaska,AK,2105,Hoonah-Angoon Census Area,2312,0,233.5840057
Alaska,AK,2110,Juneau City and Borough,31572,437.2856022,5917.338806
Alaska,AK,2122,Kenai Peninsula Borough,61259,4967.173015,25936.64933
Alaska,AK,2130,Ketchikan Gateway Borough,13677,0,824.7993516
Alaska,AK,2150,Kodiak Island Borough,12654,16.24350868,718.680364
Alaska,AK,2158,Kusilvak Census Area,7946,12.18263151,104.6535259
Alaska,AK,2164,Lake and Peninsula Borough,1315,11.50581865,118.3786367
Alaska,AK,2170,Matanuska-Susitna Borough,117613,10170.02969,47245.02637
Alaska,AK,2180,Nome Census Area,9836,0,116.3265599
Alaska,AK,2185,North Slope Borough,10663,354.366023,1655.693522
Alaska,AK,2188,Northwest Arctic Borough,7134,0,36.62778071
Alaska,AK,2195,Petersburg Borough,3436,0,388.7758742
Alaska,AK,2198,Prince of Wales-Hyder Census Area,5746,0.676812861,1028.005469
Alaska,AK,2220,Sitka City and Borough,8355,0,46138.27674
Alaska,AK,2230,Skagway Municipality,1119,0,77.86133524
Alaska,AK,2240,Southeast Fairbanks Census Area,7313,2233.209202,8600.091314
Alaska,AK,2275,Wrangell City and Borough,2064,2.707251446,281.5901482
Alaska,AK,2282,Yakutat City and Borough,690,2.707251446,141.4397448
Alaska,AK,2290,Yukon-Koyukuk Census Area,5099,2243.361395,8710.039147
Arizona,AZ,4001,Apache County,64800,964.2772491,42181.93378
Arizona,AZ,4003,Cochise County,125773,7532.765155,335694.4371
Arizona,AZ,4005,Coconino County,145161,2615.473218,1463949.408
Arizona,AZ,4007,Gila County,54073,2931.836983,97736.67169
Arizona,AZ,4009,Graham County,40242,2447.876011,111345.8984
Arizona,AZ,4011,Greenlee County,9410,280.9067363,16156.14647
Arizona,AZ,4012,La Paz County,16992,275.5444864,10089.2185
Arizona,AZ,4013,Maricopa County,4673096,942714.5142,22611618.18
Arizona,AZ,4015,Mohave County,226479,1953.819069,135980.8085
Arizona,AZ,4017,Navajo County,109516,1352.008038,98443.12598
Arizona,AZ,4019,Pima County,1080149,610428.4144,24620462.27
Arizona,AZ,4021,Pinal County,513862,24742.99031,1252474.947
Arizona,AZ,4023,Santa Cruz County,50508,4261.745546,167777.748
Arizona,AZ,4025,Yavapai County,252013,6023.921195,307067.9407
Arizona,AZ,4027,Yuma County,220310,5054.198375,272897.3555
Arkansas,AR,5001,Arkansas County,16050,4403.124529,21701.09823
Arkansas,AR,5003,Ashley County,17984,3006.137764,12058.79976
Arkansas,AR,5005,Baxter County,43007,9450.443118,40119.50182
Arkansas,AR,5007,Benton County,321566,49374.3018,310921.4082
Arkansas,AR,5009,Boone County,38636,5916.492745,36799.30484
Arkansas,AR,5011,Bradley County,9935,2594.314254,11296.85696
Arkansas,AR,5013,Calhoun County,4690,1500.220139,5263.99864
Arkansas,AR,5015,Carroll County,28968,4654.304095,17722.44083
Arkansas,AR,5017,Chicot County,9272,2370.018262,9068.259479
Arkansas,AR,5019,Clark County,20920,8877.900162,37557.26857
Arkansas,AR,5021,Clay County,14112,1998.965674,19625.35854
Arkansas,AR,5023,Cleburne County,25646,6698.627307,19311.19931
Arkansas,AR,5025,Cleveland County,7367,2803.720616,12036.75126
Arkansas,AR,5027,Columbia County,22024,4235.672847,18313.30452
Arkansas,AR,5029,Conway County,21422,10902.67495,45844.62251
Arkansas,AR,5031,Craighead County,115852,21350.90429,142080.4804
Arkansas,AR,5033,Crawford County,62258,8700.183718,37960.69539
Arkansas,AR,5035,Crittenden County,46633,17782.75109,830456.4298
Arkansas,AR,5037,Cross County,16194,1524.373325,24764.93274
Arkansas,AR,5039,Dallas County,6076,2625.385243,9681.43891
Arkansas,AR,5041,Desha County,10321,3076.539757,14452.34581
Arkansas,AR,5043,Drew County,16935,4069.167572,20069.90874
Arkansas,AR,5045,Faulkner County,131611,211271.0891,892930.4714
Arkansas,AR,5047,Franklin County,17586,1060.725005,5509.901756
Arkansas,AR,5049,Fulton County,12546,2922.980226,12918.71528
Arkansas,AR,5051,Garland County,99902,71653.50186,271772.3168
Arkansas,AR,5053,Grant County,18546,28633.40368,127596.8524
Arkansas,AR,5055,Greene County,46928,7153.06065,54820.38876
Arkansas,AR,5057,Hempstead County,19105,5305.181607,23359.73997
Arkansas,AR,5059,Hot Spring County,33313,22513.2463,87896.98459
Arkansas,AR,5061,Howard County,12387,645.5021313,3711.892218
Arkansas,AR,5063,Independence County,38345,6349.914751,32473.44971
Arkansas,AR,5065,Izard County,14291,1770.667236,8948.618044
Arkansas,AR,5067,Jackson County,16673,6563.463108,25710.03026
Arkansas,AR,5069,Jefferson County,63672,93931.06544,355661.0787
Arkansas,AR,5071,Johnson County,26172,9563.903386,36421.3103
Arkansas,AR,5073,Lafayette County,6015,3213.075001,17128.83733
Arkansas,AR,5075,Lawrence County,16305,2777.584202,20310.73585
Arkansas,AR,5077,Lee County,8104,1804.618057,22139.2638
Arkansas,AR,5079,Lincoln County,12868,4153.799744,16607.48069
Arkansas,AR,5081,Little River County,11626,2559.950013,11248.53513
Arkansas,AR,5083,Logan County,21457,2088.640602,8134.705446
Arkansas,AR,5085,Lonoke County,76389,178635.4453,727210.795
Arkansas,AR,5087,Madison County,17865,1413.009935,8671.590691
Arkansas,AR,5089,Marion County,17593,2607.472286,15797.65169
Arkansas,AR,5091,Miller County,41958,8435.901739,34844.89737
Arkansas,AR,5093,Mississippi County,38095,4812.927115,56116.83699
Arkansas,AR,5095,Monroe County,6415,3000.440278,14666.54607
Arkansas,AR,5097,Montgomery County,8510,3541.334471,15149.6764
Arkansas,AR,5099,Nevada County,8004,1060.725005,5007.125214
Arkansas,AR,5101,Newton County,7026,1147.649942,7256.647053
Arkansas,AR,5103,Ouachita County,21684,5923.420504,24146.63741
Arkansas,AR,5105,Perry County,10251,3187.967795,13491.64192
Arkansas,AR,5107,Phillips County,14661,1991.818374,14322.5023
Arkansas,AR,5109,Pike County,10027,1763.847136,9449.657495
Arkansas,AR,5111,Poinsett County,22300,3541.718239,56534.377
Arkansas,AR,5113,Polk County,19434,1589.686021,8330.217595
Arkansas,AR,5115,Pope County,64829,22332.10618,92033.84776
Arkansas,AR,5117,Prairie County,7935,3750.550347,22890.45853
Arkansas,AR,5119,Pulaski County,401209,2413568.776,9219766.656
Arkansas,AR,5121,Randolph County,19040,3715.221789,24152.73182
Arkansas,AR,5123,St. Francis County,21822,6452.678436,64674.94978
Arkansas,AR,5125,Saline County,131252,452457.5476,1777773.953
